Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y,,,,,,
20,0.475140871,0.976342022,219.6502175,131.6904407,0.997161269,226.7704432,145.8795524,0.995806575,227.1686515,108.3443425,0.828096747,95.77999425,15.26243441,0.748643696,218.4299411,93.0642483,0.453968763,122.1498396,61.94027485,0.33351171,174.4987101,191.896994,0.368005842,138.0846574,63.70515859,0.29464072,138.1598929,61.86061978,0.771582723,79.801414,178.3038536,0.800657988,76.42119714,182.0602908,0.125237525,135.0862203,219.9589137,0.180477828,81.5027907,233.4980444,0.058741897,19.31523279,230.3859921,0.038941652,179.2189695,237.1506076,0.078702539,89.10445195,232.4246303,0.026875317,20.60664069,249.2797821,,,,,,
21,0.469811699,0.860031247,219.1082192,130.7037712,0.98304987,225.7611092,141.855103,0.958262563,225.7258505,112.7515776,0.855749846,221.4149549,147.0875151,0.860378146,96.83581558,14.42359039,0.407006294,122.7392517,67.09635417,0.384454072,173.6218643,188.9493114,0.236325085,137.7642327,60.76203574,0.367743582,30.3396054,11.65855913,0.650749087,79.91406616,177.226148,0.726412594,78.55827189,178.9312676,0.196509421,63.7118275,231.563329,0.325214505,82.57543061,233.5923601,0.051697165,11.58994982,230.2364232,0.038118213,20.98572158,244.9657411,0.058394581,97.12915009,240.8545714,0.026702613,149.5296651,66.94023828,,,,,,
22,0.493368435,0.724022627,212.468789,125.8065358,0.978080869,222.8269595,144.550891,0.779811621,226.5802269,122.0933306,0.881487191,96.42064241,15.16943542,0.828933239,96.82414804,13.38455105,0.457995415,122.4062207,61.72012767,0.202710569,163.562917,108.3942923,0.576954544,139.8557467,62.50380384,0.45367685,176.6612291,125.3166574,0.862717271,80.00652261,176.5995387,0.665057659,78.4522033,176.1081119,0.265998483,140.7330315,215.856961,0.345417142,81.86516122,232.46084,0.042107493,7.755009607,230.8577413,0.063071638,14.72073482,238.7714576,0.091154516,84.75890123,234.4576847,0.168066263,167.0325301,114.3531889,,,,,,
23,0.502669061,0.918914676,220.6617217,129.6530704,0.998350441,226.2750907,144.1867222,0.983530521,227.3915662,109.8519673,0.793177724,96.3359948,16.21195551,0.741436839,92.41892459,13.39968716,0.779408097,173.6045275,167.0813826,0.217189908,172.2809257,87.66966097,0.782943666,138.6141347,64.14290487,0.395374268,28.75882991,4.169540882,0.459479123,78.10654163,178.8921075,0.798321366,175.1011553,154.4863232,0.170958519,177.050001,163.7480005,0.3030352,166.5405182,165.2185013,0.098002195,19.3836516,230.5616515,0.059756279,143.0800367,61.91894531,0.024432778,92.2874605,244.2621772,0.021062434,168.0541169,130.4637879,,,,,,
24,0.489348939,0.99448657,216.449092,129.5149862,0.998544931,226.2842102,145.9405236,0.993756115,225.1675396,108.2063071,0.787319422,94.60574794,18.42981308,0.845744967,215.0027066,92.11555624,0.508918881,121.4644658,51.93256964,0.177274317,169.993453,86.40632315,0.764962256,140.6037009,63.94108195,0.589671016,142.9943771,61.46465478,0.673287451,78.40191216,178.0680156,0.547991753,76.0508227,179.0516249,0.124268323,143.0699663,215.6308764,0.119286716,129.3290004,133.3123391,0.058863848,136.9298509,61.81635748,0.048212826,19.22266814,240.3727518,0.047462672,182.2529333,188.1239271,0.038879901,183.9280367,188.2193401,,,,,,
25,0.523993816,0.986405492,216.519658,131.1941128,0.998765826,225.6597466,146.4062134,0.997457802,223.5661234,107.7682316,0.956892669,93.9536334,17.68245016,0.785793662,213.9961035,89.88045948,0.745622873,123.8713937,65.86966487,0.680619895,178.7782971,93.93051167,0.305459023,139.0592082,58.61361043,0.552301824,29.6837876,14.85748405,0.814532399,110.5813412,37.34215288,0.664054275,144.2021935,56.14727196,0.083553404,140.8160332,217.0436125,0.112075001,80.45465629,233.4766357,0.092170745,24.25650036,225.5469725,0.043960899,178.2774827,236.7379643,0.045470804,84.4892188,236.3647979,0.042758286,13.15693792,247.5332592,,,,,,
26,0.493568918,0.970863104,217.3408971,129.89359,0.999743104,221.8554931,143.2837737,0.994517207,223.4017049,109.0524418,0.704744637,92.0591692,16.22648813,0.855369627,217.5394526,95.21620923,0.626188993,127.1898774,68.78805058,0.823727965,140.2711089,100.8622279,0.286114514,95.37315416,35.91935252,0.266664207,143.7958046,56.92053634,0.796435237,82.02092355,175.7959777,0.609356523,76.1268751,176.8560783,0.171345353,63.75107288,234.6525339,0.105795503,71.10941645,233.8846461,0.071383268,30.01374624,233.5708294,0.04228577,32.19798494,237.1455115,0.03069979,222.0344686,134.7430336,0.035436809,74.39243426,182.4342862,,,,,,
27,0.474137769,0.971998096,217.6166754,128.2824448,0.998798728,222.7216224,142.8958797,0.99746722,223.6567816,110.7874069,0.758719146,93.39357907,19.61344096,0.932923436,200.3417481,89.77380569,0.327764034,169.646816,106.744304,0.697184801,151.9433838,105.6298036,0.230089128,150.9693328,103.4843774,0.27577436,23.42392749,16.94640732,0.631866574,78.23962113,175.9086298,0.559293985,76.44066743,177.6880218,0.104573339,121.5931867,129.6216278,0.123467177,72.38536668,234.5245201,0.199987799,136.0441782,89.72563592,0.036668181,25.68776029,243.5654163,0.151056886,235.5786468,86.58570098,0.062709183,242.7968214,81.5727533,,,,,,
28,0.512636879,0.984157383,215.8496947,129.0377629,0.997643292,224.9448931,142.8686554,0.995834887,224.1099261,108.960979,0.632410586,214.317089,159.0766669,0.723426819,196.7244923,88.61851153,0.657409906,180.780616,91.43928975,0.858335733,151.5967224,111.1781416,0.502463818,128.6630847,49.41817113,0.221557289,21.26175593,22.04493529,0.824575305,77.48038341,175.5980805,0.659436345,94.38212001,39.63364886,0.152718097,26.00524979,101.1060759,0.089616716,139.8981498,223.2387738,0.159970403,29.93592604,234.128994,0.11519891,154.8042608,37.49545856,0.050974667,219.1099017,135.1205402,0.089096785,72.13627619,177.145926,,,,,,
29,0.550161313,0.985495269,216.3710401,129.3874356,0.998520195,224.8661585,144.210362,0.994499564,225.9673699,106.272628,0.503890812,213.3273837,157.166396,0.747481108,205.6665984,86.68118709,0.888832688,131.7863657,60.5704905,0.753204465,141.2591073,99.85629535,0.688319206,130.6570644,115.0802829,0.240757942,19.31083765,22.46191894,0.677791297,145.8299318,110.7594145,0.956311166,110.6301815,45.28661073,0.269911051,60.14766088,234.5406864,0.289113581,72.0756586,234.4269858,0.220759451,24.8404064,227.849051,0.086258024,31.5634601,237.0287385,0.018512219,96.43855825,239.3980181,0.033084273,69.56024818,179.9395775,,,,,,
30,0.541459159,0.98499161,215.6470915,129.3094569,0.998127222,224.6853299,142.294995,0.996917844,222.8345428,109.4159766,0.769216716,213.3434769,157.2489832,0.644489527,185.7745445,93.0635168,0.787743807,125.0673353,60.0705478,0.812219024,128.1455676,59.0783981,0.819678962,139.2008768,113.7503292,0.187826782,6.716777978,246.7594706,0.803150892,73.68426796,173.438134,0.664973021,75.53273252,173.7663858,0.17293492,60.38266986,235.0681277,0.066272736,83.8392622,230.7636207,0.149413735,27.61644685,229.5218379,0.079342157,33.82113606,236.6722505,0.076113552,206.3226143,130.0578622,0.191393197,65.89999195,181.0146009,,,,,,
31,0.530301755,0.979943871,216.1403958,130.5205042,0.998551369,223.6290087,144.7570786,0.993384719,220.4732122,108.9123581,0.551243901,187.2146877,159.0668647,0.72941488,187.3320215,99.17406708,0.702108145,125.6850933,47.53363715,0.297765315,146.8938973,110.8596798,0.844244361,130.909215,116.9542832,0.332506984,9.060872396,239.6425367,0.747244895,67.77644887,171.0495913,0.938308001,70.81250366,172.5875614,0.137569249,67.69258154,234.1842716,0.083805054,58.44473583,31.91592784,0.390762895,33.33154114,226.5376044,0.076751918,32.28444303,232.6641503,0.132487416,69.10656723,41.74376756,0.079036862,72.56667081,41.52065168,,,,,,
32,0.470510662,0.972899675,214.5391747,128.8063627,0.998886526,221.7124103,143.144068,0.991539121,225.4673845,109.1037936,0.603212178,209.4763382,156.8320727,0.737692893,190.3366885,99.53769946,0.46358645,140.4136065,101.4372537,0.387055248,133.0536293,105.4503404,0.705994785,131.0036161,100.5527393,0.452828735,50.68675752,41.09626151,0.332512408,57.14996757,36.94398725,0.49607867,91.64903124,160.9791228,0.246971846,129.9493309,212.52492,0.096096665,103.2029055,197.6691977,0.075754106,38.20822117,227.5436222,0.1375103,42.72195766,223.8914979,0.167138696,54.15679132,32.40397135,0.132922947,56.4240683,37.8059652,,,,,,
33,0.473438766,0.986891747,214.2113618,128.455044,0.999207079,222.8267644,142.456012,0.995168567,220.8889279,108.6449433,0.82400918,212.5809047,156.4158449,0.682600498,203.4234429,87.03441987,0.877490163,159.9468926,157.6493616,0.313834488,57.72144561,172.3373127,0.928706408,132.4758603,106.5666818,0.207952678,35.02143622,41.43027393,0.400191784,144.8071502,117.125078,0.221077532,50.85860692,173.4519107,0.226906687,122.6296597,213.1372649,0.089734823,64.69557706,202.6949955,0.105351359,33.83083767,227.5153129,0.08852309,34.46347278,226.7570566,0.043041617,219.4817513,131.1843472,0.057771325,15.84138144,245.5563114,,,,,,
34,0.441032157,0.967254758,216.2939636,128.7100719,0.999370277,222.162775,143.2682536,0.991559923,224.7378277,107.4121338,0.823852479,212.3063212,159.3875819,0.814316273,189.9261177,94.17283571,0.325563908,158.8980083,170.8920734,0.58146131,116.2894648,82.43801693,0.784525156,131.3981303,111.5673036,0.079923958,3.261530539,260.1443508,0.162935466,143.2551839,115.1824989,0.24331978,35.89143027,167.2791091,0.086451262,126.573436,221.1241807,0.083268642,79.74094272,191.7564226,0.195651621,14.31774735,230.0288214,0.287255287,14.90883588,228.9524813,0.044107527,13.24156724,234.0053205,0.026729047,6.398169128,240.857278,,,,,,
35,0.426164681,0.97762394,214.7074702,128.1690368,0.999466777,222.6869245,143.1383378,0.997386694,221.1078681,108.9773525,0.691626787,203.8287712,156.5306185,0.630818009,211.3730396,89.25452072,0.488766253,63.42024252,20.44175128,0.690792561,130.8804302,62.20079515,0.953165531,136.3408167,118.9194781,0.158241034,134.5003438,107.1851348,0.064146936,247.5653724,85.02359112,0.215192258,-5.579721972,39.51883266,0.09914726,95.97185647,164.198597,0.122939765,65.36358361,166.0209162,0.033813,24.08760595,237.900354,0.080048174,18.04356645,237.6186017,0.02244547,218.0536293,131.1415296,0.019179136,2.604392596,252.7551498,,,,,,
36,0.443672932,0.975080132,215.2959923,128.3505481,0.999712706,221.2767732,142.9523398,0.995572269,225.6325101,107.7230123,0.591116071,203.7502438,162.6169437,0.756677628,213.0017898,90.85928966,0.262667477,154.5628877,171.9120387,0.730829239,121.1228762,78.41582299,0.849245131,130.7832007,114.3578705,0.197131187,133.6966,111.527156,0.180636168,239.8762777,81.41099261,0.081649899,50.40601714,30.95726289,0.241926104,8.068027758,110.2799723,0.196866989,0.731717847,112.2937515,0.069033384,39.68105054,30.3594384,0.045746505,180.019836,235.9358175,0.18766737,47.9308,32.14874839,0.18088159,51.31374478,30.93596993,,,,,,
37,0.470578699,0.966810226,215.0416228,128.3610453,0.999241948,221.7669807,142.7249386,0.997538745,219.408503,109.4381413,0.673717737,210.4128628,157.5231034,0.853743374,210.6994918,89.94777037,0.237621695,140.3911736,111.1656084,0.755237937,137.9602036,62.52134783,0.805076599,8.214160857,232.055536,0.586660624,4.92453243,238.2990744,0.258526802,240.2246216,80.3368592,0.177255452,-3.255112704,192.1125936,0.141323686,117.5234326,223.1087849,0.072052985,106.3129096,150.6516878,0.144126385,13.88045217,230.6646965,0.15684557,5.524249321,232.3871772,0.089176148,44.85238788,35.00632144,0.084881961,13.72177448,25.29792471,,,,,,
38,0.552675887,0.980556488,212.7889698,127.8739832,0.998826385,221.0613442,141.3510943,0.998779535,220.6620143,109.736572,0.932330012,190.8537302,164.3162599,0.805762172,213.2565007,89.99559876,0.405031472,136.7255164,105.9020097,0.619198084,130.4020975,98.55477284,0.890087008,6.085077064,235.971125,0.888643742,6.013850713,239.0213649,0.311725974,41.50303454,33.95903436,0.490630209,36.80627792,34.57160483,0.103415132,5.258386733,258.8948385,0.133124232,109.8675362,151.7392444,0.046606749,23.90460868,40.67235292,0.058661878,57.52763879,36.75795271,0.237356544,41.97001978,33.57026861,0.494754463,35.08959748,34.11635114,,,,,,
39,0.506883227,0.983346581,213.1062003,128.8093131,0.999217033,221.4616495,142.9975592,0.995941162,222.2588707,110.5783298,0.608041644,210.9461806,158.8091058,0.828314602,196.1732527,88.81276334,0.197677553,151.8598334,113.9234039,0.690721571,133.6749961,62.16133032,0.909694731,7.809644835,234.800396,0.895701766,6.377818742,238.1744987,0.137544513,7.830690153,29.69200487,0.252133131,7.877899818,31.01356459,0.05309242,127.995133,219.8744245,0.098204821,109.3443864,153.2170724,0.094741434,70.50800757,17.39661361,0.086144596,7.311189535,239.2847807,0.325011969,44.79442811,33.70361633,0.461485326,41.41979508,36.00708465,,,,,,
