Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y,,,,,,
40,0.484810866,0.975631237,214.1177288,129.4858112,0.998544335,222.5084855,145.0072541,0.997420907,219.4462732,110.9716858,0.731922448,188.9035678,161.8076038,0.76928854,198.7735667,88.05048377,0.320067763,123.5953959,58.19476753,0.592531025,145.9953379,115.4337596,0.713886976,10.02370999,234.35542,0.708046079,5.668696905,238.4436203,0.152188152,13.22201618,27.60353879,0.444199264,39.98592458,34.78212049,0.064400792,7.899732268,257.8984765,0.119445294,101.9797702,153.9718662,0.020286143,49.13486743,35.86152685,0.049737006,136.490983,69.2973139,0.245731413,42.37311088,40.95715926,0.338457346,49.51696732,33.75780275,,,,,,
41,0.503812022,0.982388616,215.1604196,128.4218335,0.999670386,222.204983,142.9300776,0.997128785,222.4853455,109.2327949,0.73283422,210.1644917,158.7146194,0.906148434,200.7359331,92.34737096,0.263211995,151.3356839,109.2839639,0.405103385,130.8705061,62.12605337,0.789837062,133.8280518,113.5351684,0.50203073,21.62811013,25.3280994,0.175489128,45.54262616,33.63038633,0.547281444,3.422181014,35.40438953,0.130959332,127.6395229,221.0766815,0.075586528,109.425791,155.9738681,0.129105955,50.58857702,29.92812939,0.133906931,49.24382242,33.61996235,0.203623295,41.73499556,34.73407874,0.590498149,33.09162802,36.78898691,,,,,,
42,0.559351025,0.985148668,213.0821824,128.7422948,0.998090863,222.854708,144.9299094,0.997601032,219.3785356,111.2424655,0.853778481,213.5540048,156.2125712,0.852185488,211.9838239,94.60110897,0.238628328,156.5998556,169.1227518,0.558685362,132.482773,60.85930795,0.851887465,137.1303693,114.0125502,0.70966059,22.95066805,27.02349602,0.572376549,46.2755418,34.79687256,0.80663079,3.768056805,34.24282879,0.084604204,129.6280528,220.7132198,0.096095562,103.939875,157.39893,0.060391784,33.29549001,35.30616027,0.039125592,4.704525837,237.2564812,0.508312821,51.57534405,36.4540723,0.29576385,48.54624164,33.08310291,,,,,,
43,0.503219799,0.988863111,212.9169593,129.6310642,0.997776508,222.2035932,144.5632291,0.998315573,221.7244801,110.5023018,0.490605265,214.462976,153.283286,0.678542554,214.0037112,92.71085703,0.353319883,120.1326467,59.81694025,0.399095774,128.3544251,121.9350568,0.830779076,141.9270711,112.7249995,0.71469909,5.657313581,236.8445205,0.319807649,49.46431402,34.53042096,0.785993695,2.401187054,34.86311666,0.068243712,96.83957675,148.3565343,0.184383005,106.9094174,159.8040048,0.065323859,39.20972807,26.61291915,0.052579165,2.790155685,235.7192182,0.266435474,47.85946888,38.87620943,0.359973192,47.89455685,33.51368651,,,,,,
44,0.52311936,0.993987083,212.1240051,130.6061271,0.998713076,223.6177678,146.6199843,0.997394204,223.9553342,110.662441,0.427187502,181.5139035,152.0373459,0.906691194,201.3010836,91.25907069,0.480745316,135.1424367,98.51745377,0.766559422,132.1942421,64.13544349,0.807495713,7.257518983,234.4001639,0.723476052,21.24791825,26.72718062,0.371368408,47.68422711,33.97302444,0.618204057,-2.466870331,36.1571778,0.071945429,33.10339005,110.548399,0.147849083,110.5746479,154.18582,0.032144159,78.54876839,226.5492109,0.034494489,78.42243095,224.6116183,0.240856141,46.3915406,40.11380428,0.273917794,48.35846976,39.96143736,,,,,,
45,0.515410488,0.994382143,212.3703525,131.2511216,0.99704349,222.6136519,146.7945098,0.998160541,223.4322331,111.945749,0.742651701,187.6493129,156.6224105,0.855269909,202.7135514,91.25427932,0.247122377,124.024742,58.6782635,0.594141722,131.1487716,64.08471344,0.8639853,8.377224545,235.1315494,0.814429641,6.08193463,237.6600782,0.301186621,46.65406035,33.69169276,0.644118071,1.013373329,36.76916915,0.106121421,5.960852615,258.6348851,0.098182976,109.7916179,159.6889264,0.050086021,31.81729015,35.25855742,0.056318521,5.705515734,236.8256476,0.205205798,43.52369597,37.5390564,0.193572044,50.49644365,36.69551854,,,,,,
46,0.483830198,0.99113673,211.5655479,130.9803907,0.994579315,223.5683179,146.1051371,0.999335527,222.4558169,111.1142932,0.586594284,189.0242178,148.6609755,0.747194052,211.4750849,88.88236628,0.278825909,152.9427815,119.2938758,0.406062812,131.2984014,62.1598734,0.646009326,7.119332646,232.7640986,0.846460938,5.780323805,237.620333,0.210728496,46.00081807,33.22889235,0.81921041,4.964082982,33.59409137,0.068354607,127.4655826,233.3580827,0.178924561,108.607734,153.8680531,0.022387743,181.6666789,241.3370006,0.087815732,4.064098649,238.7331997,0.156469911,45.92110204,34.34427059,0.18502301,37.70776032,34.0105142,,,,,,
47,0.515622959,0.987705648,212.2757442,130.0850865,0.997394264,221.1372991,143.3318216,0.997328937,222.1774052,110.58406,0.871400833,191.2212761,160.3322995,0.859230757,205.7232171,88.97134197,0.296645522,152.7136855,121.0205505,0.545531988,132.0308233,61.11250707,0.786429286,129.7676854,120.164321,0.308082879,2.757098213,238.6069903,0.162365884,48.57515752,34.35142717,0.869250596,7.667388726,33.68443864,0.095923573,128.804412,233.0716731,0.169014782,107.1945103,151.2315416,0.086798877,42.1685692,34.97056902,0.078992605,53.15734482,32.67514118,0.292174339,47.58030733,33.07861023,0.361319542,43.64770173,34.86598173,,,,,,
48,0.508640624,0.989515722,211.0270609,129.0616953,0.998447418,221.5038331,142.5654943,0.997916222,222.9076204,111.0247567,0.628590345,209.8066382,156.7967653,0.824372292,198.6487228,89.52358136,0.281603128,135.3746294,97.52362769,0.457590759,132.0631925,63.64485799,0.852888286,11.01320341,233.5887514,0.49229604,5.613946998,237.4117802,0.250505328,42.69951867,31.78353108,0.660359442,7.673179064,31.20764572,0.074824125,127.2237584,221.9436154,0.26346463,109.4374342,151.5404816,0.031475872,15.99949069,233.7923787,0.026370585,1.993416585,237.4442591,0.414098203,47.88630301,36.56096383,0.402572215,49.12552547,32.81082972,,,,,,
49,0.515375895,0.982397914,211.9773135,129.5155226,0.998035789,220.998971,143.7514264,0.999169827,223.2599631,111.7377814,0.6279971,210.7204373,157.0629852,0.832470775,193.1832158,97.71856225,0.478343457,141.0321083,105.427176,0.39023155,148.5251346,119.6567401,0.890157878,7.386503565,234.2032908,0.653592229,6.169682382,239.4732415,0.115581721,52.84105927,31.61070025,0.650539339,13.13338643,30.48001522,0.085743636,5.710467125,260.2885309,0.058203697,105.6729381,148.4954842,0.043784827,28.9427065,35.0721815,0.068673432,180.8835147,245.6575033,0.392660469,46.97961167,33.89622225,0.493806571,46.9114626,31.94546855,,,,,,
50,0.516494416,0.979707479,211.625117,128.9181126,0.998190403,222.2885212,143.8245772,0.998722315,223.3826857,110.568552,0.770124316,213.0362438,156.005579,0.815529346,198.8973622,89.91398691,0.420812279,149.1261168,108.730676,0.319742501,129.3636129,68.68385953,0.717235804,7.928059896,233.6974046,0.599737823,24.60999831,32.24415526,0.196996391,242.3807887,80.3414555,0.846295714,6.638874716,35.04575579,0.151232779,129.5209236,222.0945985,0.196188033,108.5684033,149.9397482,0.020116508,211.7539599,256.2120104,0.024649143,179.0062105,241.9481995,0.208516002,46.72220942,33.93485194,0.516608238,48.41156196,32.34103123,,,,,,
51,0.479385649,0.99248445,209.9014659,128.8831344,0.998539567,222.2233195,143.7656543,0.998717427,223.5092365,110.5777812,0.9402349,193.4900588,167.5663965,0.803363204,198.685542,90.20901607,0.419597387,160.2606971,182.6507881,0.527296305,131.9730098,67.91990968,0.577204704,8.207748737,233.5986511,0.556941271,5.026010044,237.6121401,0.096096039,7.622443686,32.98679995,0.505908012,4.546479834,35.5131647,0.123688668,128.8120196,220.7736667,0.112403303,108.5356073,148.0031918,0.045616001,49.95424421,27.43948604,0.04441002,63.19924801,31.54106683,0.145117521,48.95348405,34.25711757,0.261937261,48.46174338,32.71569718,,,,,,
52,0.494915066,0.988944292,210.1195283,127.3647565,0.997768164,221.2826984,142.1092775,0.998903155,222.1171534,109.8881159,0.534173489,193.0764035,159.8889694,0.854188859,202.3199516,88.62699702,0.260739028,160.1811213,118.3549128,0.492771298,129.5382237,71.27101865,0.820379913,7.932101475,235.4619226,0.45768106,4.463569174,237.6671495,0.333542287,50.99741046,32.35007754,0.878899276,11.20147362,33.70327496,0.11533162,128.0508617,220.7977821,0.104175597,104.8504067,149.0037112,0.073358148,33.3038231,31.29900491,0.049506992,1.031064285,237.2718916,0.186015189,45.52347895,35.9073558,0.267177761,49.00637204,34.31382769,,,,,,
53,0.520537119,0.994956136,209.9807857,127.5930234,0.998477936,220.6598441,142.383605,0.997734785,222.6211864,110.9173592,0.897875845,191.6301279,161.3777334,0.769025624,201.5704369,88.2522823,0.34941873,168.8562149,174.5475138,0.594652534,129.9355298,64.59275759,0.834859252,6.0468718,234.4254009,0.675850511,4.706580154,238.1315348,0.193455547,48.6998704,34.18237579,0.396863729,42.5901522,33.00492305,0.107499808,73.37915009,180.1096774,0.188477367,105.9737218,152.4932092,0.050315559,48.58396914,32.15122942,0.149272949,44.61870782,27.41130472,0.233862877,41.82362379,33.83063651,0.416531831,37.80075321,34.45676425,,,,,,
54,0.54145916,0.98499161,215.647092,129.309457,0.99812722,224.68533,142.294995,0.99691784,222.834543,109.415977,0.76921672,213.343477,157.248983,0.64448953,185.774545,93.0635168,0.78774381,125.067335,60.0705478,0.81221902,128.145568,59.0783981,0.81967896,139.200877,113.750329,0.18782678,6.71677798,246.759471,0.80315089,73.684268,173.438134,0.66497302,75.5327325,173.766386,0.17293492,60.3826699,235.068128,0.06627274,83.8392622,230.763621,0.14941374,27.6164469,229.521838,0.07934216,33.8211361,236.672251,0.07611355,206.322614,130.057862,0.1913932,65.899992,181.014601,,,,,,
55,0.53030176,0.97994387,216.140396,130.520504,0.99855137,223.629009,144.757079,0.99338472,220.473212,108.912358,0.5512439,187.214688,159.066865,0.72941488,187.332022,99.1740671,0.70210815,125.685093,47.5336372,0.29776532,146.893897,110.85968,0.84424436,130.909215,116.954283,0.33250698,9.0608724,239.642537,0.7472449,67.7764489,171.049591,0.938308,70.8125037,172.587561,0.13756925,67.6925815,234.184272,0.08380505,58.4447358,31.9159278,0.3907629,33.3315411,226.537604,0.07675192,32.284443,232.66415,0.13248742,69.1065672,41.7437676,0.07903686,72.5666708,41.5206517,,,,,,
56,0.47051066,0.97289968,214.539175,128.806363,0.99888653,221.71241,143.144068,0.99153912,225.467385,109.103794,0.60321218,209.476338,156.832073,0.73769289,190.336689,99.5376995,0.46358645,140.413607,101.437254,0.38705525,133.053629,105.45034,0.70599479,131.003616,100.552739,0.45282874,50.6867575,41.0962615,0.33251241,57.1499676,36.9439873,0.49607867,91.6490312,160.979123,0.24697185,129.949331,212.52492,0.09609667,103.202906,197.669198,0.07575411,38.2082212,227.543622,0.1375103,42.7219577,223.891498,0.1671387,54.1567913,32.4039714,0.13292295,56.4240683,37.8059652,,,,,,
57,0.47343877,0.98689175,214.211362,128.455044,0.99920708,222.826764,142.456012,0.99516857,220.888928,108.644943,0.82400918,212.580905,156.415845,0.6826005,203.423443,87.0344199,0.87749016,159.946893,157.649362,0.31383449,57.7214456,172.337313,0.92870641,132.47586,106.566682,0.20795268,35.0214362,41.4302739,0.40019178,144.80715,117.125078,0.22107753,50.8586069,173.451911,0.22690669,122.62966,213.137265,0.08973482,64.6955771,202.694996,0.10535136,33.8308377,227.515313,0.08852309,34.4634728,226.757057,0.04304162,219.481751,131.184347,0.05777133,15.8413814,245.556311,,,,,,
58,0.44103216,0.96725476,216.293964,128.710072,0.99937028,222.162775,143.268254,0.99155992,224.737828,107.412134,0.82385248,212.306321,159.387582,0.81431627,189.926118,94.1728357,0.32556391,158.898008,170.892073,0.58146131,116.289465,82.4380169,0.78452516,131.39813,111.567304,0.07992396,3.26153054,260.144351,0.16293547,143.255184,115.182499,0.24331978,35.8914303,167.279109,0.08645126,126.573436,221.124181,0.08326864,79.7409427,191.756423,0.19565162,14.3177474,230.028821,0.28725529,14.9088359,228.952481,0.04410753,13.2415672,234.005321,0.02672905,6.39816913,240.857278,,,,,,
59,0.42616468,0.97762394,214.70747,128.169037,0.99946678,222.686925,143.138338,0.99738669,221.107868,108.977353,0.69162679,203.828771,156.530619,0.63081801,211.37304,89.2545207,0.48876625,63.4202425,20.4417513,0.69079256,130.88043,62.2007952,0.95316553,136.340817,118.919478,0.15824103,134.500344,107.185135,0.06414694,247.565372,85.0235911,0.21519226,-5.579722,39.5188327,0.09914726,95.9718565,164.198597,0.12293977,65.3635836,166.020916,0.033813,24.087606,237.900354,0.08004817,18.0435665,237.618602,0.02244547,218.053629,131.14153,0.01917914,2.6043926,252.75515,,,,,,
60,0.44367293,0.97508013,215.295992,128.350548,0.99971271,221.276773,142.95234,0.99557227,225.63251,107.723012,0.59111607,203.750244,162.616944,0.75667763,213.00179,90.8592897,0.26266748,154.562888,171.912039,0.73082924,121.122876,78.415823,0.84924513,130.783201,114.357871,0.19713119,133.6966,111.527156,0.18063617,239.876278,81.4109926,0.0816499,50.4060171,30.9572629,0.2419261,8.06802776,110.279972,0.19686699,0.73171785,112.293752,0.06903338,39.6810505,30.3594384,0.04574651,180.019836,235.935818,0.18766737,47.9308,32.1487484,0.18088159,51.3137448,30.9359699,,,,,,
61,0.4705787,0.96681023,215.041623,128.361045,0.99924195,221.766981,142.724939,0.99753875,219.408503,109.438141,0.67371774,210.412863,157.523103,0.85374337,210.699492,89.9477704,0.2376217,140.391174,111.165608,0.75523794,137.960204,62.5213478,0.8050766,8.21416086,232.055536,0.58666062,4.92453243,238.299074,0.2585268,240.224622,80.3368592,0.17725545,-3.2551127,192.112594,0.14132369,117.523433,223.108785,0.07205299,106.31291,150.651688,0.14412639,13.8804522,230.664697,0.15684557,5.52424932,232.387177,0.08917615,44.8523879,35.0063214,0.08488196,13.7217745,25.2979247,,,,,,
62,0.55267589,0.98055649,212.78897,127.873983,0.99882639,221.061344,141.351094,0.99877954,220.662014,109.736572,0.93233001,190.85373,164.31626,0.80576217,213.256501,89.9955988,0.40503147,136.725516,105.90201,0.61919808,130.402098,98.5547728,0.89008701,6.08507706,235.971125,0.88864374,6.01385071,239.021365,0.31172597,41.5030345,33.9590344,0.49063021,36.8062779,34.5716048,0.10341513,5.25838673,258.894839,0.13312423,109.867536,151.739244,0.04660675,23.9046087,40.6723529,0.05866188,57.5276388,36.7579527,0.23735654,41.9700198,33.5702686,0.49475446,35.0895975,34.1163511,,,,,,
63,0.50688323,0.98334658,213.1062,128.809313,0.99921703,221.46165,142.997559,0.99594116,222.258871,110.57833,0.60804164,210.946181,158.809106,0.8283146,196.173253,88.8127633,0.19767755,151.859833,113.923404,0.69072157,133.674996,62.1613303,0.90969473,7.80964484,234.800396,0.89570177,6.37781874,238.174499,0.13754451,7.83069015,29.6920049,0.25213313,7.87789982,31.0135646,0.05309242,127.995133,219.874425,0.09820482,109.344386,153.217072,0.09474143,70.5080076,17.3966136,0.0861446,7.31118954,239.284781,0.32501197,44.7944281,33.7036163,0.46148533,41.4197951,36.0070847,,,,,,
64,0.48481087,0.97563124,214.117729,129.485811,0.99854434,222.508486,145.007254,0.99742091,219.446273,110.971686,0.73192245,188.903568,161.807604,0.76928854,198.773567,88.0504838,0.32006776,123.595396,58.1947675,0.59253103,145.995338,115.43376,0.71388698,10.02371,234.35542,0.70804608,5.66869691,238.44362,0.15218815,13.2220162,27.6035388,0.44419926,39.9859246,34.7821205,0.06440079,7.89973227,257.898477,0.11944529,101.97977,153.971866,0.02028614,49.1348674,35.8615269,0.04973701,136.490983,69.2973139,0.24573141,42.3731109,40.9571593,0.33845735,49.5169673,33.7578028,,,,,,
65,0.50381202,0.98238862,215.16042,128.421834,0.99967039,222.204983,142.930078,0.99712879,222.485346,109.232795,0.73283422,210.164492,158.714619,0.90614843,200.735933,92.347371,0.263212,151.335684,109.283964,0.40510339,130.870506,62.1260534,0.78983706,133.828052,113.535168,0.50203073,21.6281101,25.3280994,0.17548913,45.5426262,33.6303863,0.54728144,3.42218101,35.4043895,0.13095933,127.639523,221.076682,0.07558653,109.425791,155.973868,0.12910596,50.588577,29.9281294,0.13390693,49.2438224,33.6199624,0.2036233,41.7349956,34.7340787,0.59049815,33.091628,36.7889869,,,,,,
66,0.55935103,0.98514867,213.082182,128.742295,0.99809086,222.854708,144.929909,0.99760103,219.378536,111.242466,0.85377848,213.554005,156.212571,0.85218549,211.983824,94.601109,0.23862833,156.599856,169.122752,0.55868536,132.482773,60.859308,0.85188747,137.130369,114.01255,0.70966059,22.9506681,27.023496,0.57237655,46.2755418,34.7968726,0.80663079,3.76805681,34.2428288,0.0846042,129.628053,220.71322,0.09609556,103.939875,157.39893,0.06039178,33.29549,35.3061603,0.03912559,4.70452584,237.256481,0.50831282,51.5753441,36.4540723,0.29576385,48.5462416,33.0831029,,,,,,
67,0.5032198,0.98886311,212.916959,129.631064,0.99777651,222.203593,144.563229,0.99831557,221.72448,110.502302,0.49060527,214.462976,153.283286,0.67854255,214.003711,92.710857,0.35331988,120.132647,59.8169403,0.39909577,128.354425,121.935057,0.83077908,141.927071,112.725,0.71469909,5.65731358,236.844521,0.31980765,49.464314,34.530421,0.7859937,2.40118705,34.8631167,0.06824371,96.8395768,148.356534,0.18438301,106.909417,159.804005,0.06532386,39.2097281,26.6129192,0.05257917,2.79015569,235.719218,0.26643547,47.8594689,38.8762094,0.35997319,47.8945569,33.5136865,,,,,,
68,0.52311936,0.99398708,212.124005,130.606127,0.99871308,223.617768,146.619984,0.9973942,223.955334,110.662441,0.4271875,181.513904,152.037346,0.90669119,201.301084,91.2590707,0.48074532,135.142437,98.5174538,0.76655942,132.194242,64.1354435,0.80749571,7.25751898,234.400164,0.72347605,21.2479183,26.7271806,0.37136841,47.6842271,33.9730244,0.61820406,-2.4668703,36.1571778,0.07194543,33.1033901,110.548399,0.14784908,110.574648,154.18582,0.03214416,78.5487684,226.549211,0.03449449,78.422431,224.611618,0.24085614,46.3915406,40.1138043,0.27391779,48.3584698,39.9614374,,,,,,
69,0.51541049,0.99438214,212.370353,131.251122,0.99704349,222.613652,146.79451,0.99816054,223.432233,111.945749,0.7426517,187.649313,156.622411,0.85526991,202.713551,91.2542793,0.24712238,124.024742,58.6782635,0.59414172,131.148772,64.0847134,0.8639853,8.37722455,235.131549,0.81442964,6.08193463,237.660078,0.30118662,46.6540604,33.6916928,0.64411807,1.01337333,36.7691692,0.10612142,5.96085262,258.634885,0.09818298,109.791618,159.688926,0.05008602,31.8172902,35.2585574,0.05631852,5.70551573,236.825648,0.2052058,43.523696,37.5390564,0.19357204,50.4964437,36.6955185,,,,,,
70,0.4838302,0.99113673,211.565548,130.980391,0.99457932,223.568318,146.105137,0.99933553,222.455817,111.114293,0.58659428,189.024218,148.660976,0.74719405,211.475085,88.8823663,0.27882591,152.942782,119.293876,0.40606281,131.298401,62.1598734,0.64600933,7.11933265,232.764099,0.84646094,5.78032381,237.620333,0.2107285,46.0008181,33.2288924,0.81921041,4.96408298,33.5940914,0.06835461,127.465583,233.358083,0.17892456,108.607734,153.868053,0.02238774,181.666679,241.337001,0.08781573,4.06409865,238.7332,0.15646991,45.921102,34.3442706,0.18502301,37.7077603,34.0105142,,,,,,
71,0.51562296,0.98770565,212.275744,130.085087,0.99739426,221.137299,143.331822,0.99732894,222.177405,110.58406,0.87140083,191.221276,160.3323,0.85923076,205.723217,88.971342,0.29664552,152.713686,121.020551,0.54553199,132.030823,61.1125071,0.78642929,129.767685,120.164321,0.30808288,2.75709821,238.60699,0.16236588,48.5751575,34.3514272,0.8692506,7.66738873,33.6844386,0.09592357,128.804412,233.071673,0.16901478,107.19451,151.231542,0.08679888,42.1685692,34.970569,0.07899261,53.1573448,32.6751412,0.29217434,47.5803073,33.0786102,0.36131954,43.6477017,34.8659817,,,,,,
72,0.50864062,0.98951572,211.027061,129.061695,0.99844742,221.503833,142.565494,0.99791622,222.90762,111.024757,0.62859035,209.806638,156.796765,0.82437229,198.648723,89.5235814,0.28160313,135.374629,97.5236277,0.45759076,132.063193,63.644858,0.85288829,11.0132034,233.588751,0.49229604,5.613947,237.41178,0.25050533,42.6995187,31.7835311,0.66035944,7.67317906,31.2076457,0.07482413,127.223758,221.943615,0.26346463,109.437434,151.540482,0.03147587,15.9994907,233.792379,0.02637059,1.99341659,237.444259,0.4140982,47.886303,36.5609638,0.40257222,49.1255255,32.8108297,,,,,,
73,0.5153759,0.98239791,211.977314,129.515523,0.99803579,220.998971,143.751426,0.99916983,223.259963,111.737781,0.6279971,210.720437,157.062985,0.83247078,193.183216,97.7185623,0.47834346,141.032108,105.427176,0.39023155,148.525135,119.65674,0.89015788,7.38650357,234.203291,0.65359223,6.16968238,239.473242,0.11558172,52.8410593,31.6107003,0.65053934,13.1333864,30.4800152,0.08574364,5.71046713,260.288531,0.0582037,105.672938,148.495484,0.04378483,28.9427065,35.0721815,0.06867343,180.883515,245.657503,0.39266047,46.9796117,33.8962223,0.49380657,46.9114626,31.9454686,,,,,,
74,0.51649442,0.97970748,211.625117,128.918113,0.9981904,222.288521,143.824577,0.99872232,223.382686,110.568552,0.77012432,213.036244,156.005579,0.81552935,198.897362,89.9139869,0.42081228,149.126117,108.730676,0.3197425,129.363613,68.6838595,0.7172358,7.9280599,233.697405,0.59973782,24.6099983,32.2441553,0.19699639,242.380789,80.3414555,0.84629571,6.63887472,35.0457558,0.15123278,129.520924,222.094599,0.19618803,108.568403,149.939748,0.02011651,211.75396,256.21201,0.02464914,179.006211,241.9482,0.208516,46.7222094,33.9348519,0.51660824,48.411562,32.3410312,,,,,,
75,0.47938565,0.99248445,209.901466,128.883134,0.99853957,222.22332,143.765654,0.99871743,223.509237,110.577781,0.9402349,193.490059,167.566397,0.8033632,198.685542,90.2090161,0.41959739,160.260697,182.650788,0.52729631,131.97301,67.9199097,0.5772047,8.20774874,233.598651,0.55694127,5.02601004,237.61214,0.09609604,7.62244369,32.9868,0.50590801,4.54647983,35.5131647,0.12368867,128.81202,220.773667,0.1124033,108.535607,148.003192,0.045616,49.9542442,27.439486,0.04441002,63.199248,31.5410668,0.14511752,48.9534841,34.2571176,0.26193726,48.4617434,32.7156972,,,,,,
76,0.49491507,0.98894429,210.119528,127.364757,0.99776816,221.282698,142.109278,0.99890316,222.117153,109.888116,0.53417349,193.076404,159.888969,0.85418886,202.319952,88.626997,0.26073903,160.181121,118.354913,0.4927713,129.538224,71.2710187,0.82037991,7.93210148,235.461923,0.45768106,4.46356917,237.66715,0.33354229,50.9974105,32.3500775,0.87889928,11.2014736,33.703275,0.11533162,128.050862,220.797782,0.1041756,104.850407,149.003711,0.07335815,33.3038231,31.2990049,0.04950699,1.03106429,237.271892,0.18601519,45.523479,35.9073558,0.26717776,49.006372,34.3138277,,,,,,
77,0.52053712,0.99495614,209.980786,127.593023,0.99847794,220.659844,142.383605,0.99773479,222.621186,110.917359,0.89787585,191.630128,161.377733,0.76902562,201.570437,88.2522823,0.34941873,168.856215,174.547514,0.59465253,129.93553,64.5927576,0.83485925,6.0468718,234.425401,0.67585051,4.70658015,238.131535,0.19345555,48.6998704,34.1823758,0.39686373,42.5901522,33.0049231,0.10749981,73.3791501,180.109677,0.18847737,105.973722,152.493209,0.05031556,48.5839691,32.1512294,0.14927295,44.6187078,27.4113047,0.23386288,41.8236238,33.8306365,0.41653183,37.8007532,34.4567643,,,,,,
78,0.54145916,0.98499161,215.647092,129.309457,0.99812722,224.68533,142.294995,0.99691784,222.834543,109.415977,0.76921672,213.343477,157.248983,0.64448953,185.774545,93.0635168,0.78774381,125.067335,60.0705478,0.81221902,128.145568,59.0783981,0.81967896,139.200877,113.750329,0.18782678,6.71677798,246.759471,0.80315089,73.684268,173.438134,0.66497302,75.5327325,173.766386,0.17293492,60.3826699,235.068128,0.06627274,83.8392622,230.763621,0.14941374,27.6164469,229.521838,0.07934216,33.8211361,236.672251,0.07611355,206.322614,130.057862,0.1913932,65.899992,181.014601,,,,,,
79,0.53030176,0.97994387,216.140396,130.520504,0.99855137,223.629009,144.757079,0.99338472,220.473212,108.912358,0.5512439,187.214688,159.066865,0.72941488,187.332022,99.1740671,0.70210815,125.685093,47.5336372,0.29776532,146.893897,110.85968,0.84424436,130.909215,116.954283,0.33250698,9.0608724,239.642537,0.7472449,67.7764489,171.049591,0.938308,70.8125037,172.587561,0.13756925,67.6925815,234.184272,0.08380505,58.4447358,31.9159278,0.3907629,33.3315411,226.537604,0.07675192,32.284443,232.66415,0.13248742,69.1065672,41.7437676,0.07903686,72.5666708,41.5206517,,,,,,
80,0.47051066,0.97289968,214.539175,128.806363,0.99888653,221.71241,143.144068,0.99153912,225.467385,109.103794,0.60321218,209.476338,156.832073,0.73769289,190.336689,99.5376995,0.46358645,140.413607,101.437254,0.38705525,133.053629,105.45034,0.70599479,131.003616,100.552739,0.45282874,50.6867575,41.0962615,0.33251241,57.1499676,36.9439873,0.49607867,91.6490312,160.979123,0.24697185,129.949331,212.52492,0.09609667,103.202906,197.669198,0.07575411,38.2082212,227.543622,0.1375103,42.7219577,223.891498,0.1671387,54.1567913,32.4039714,0.13292295,56.4240683,37.8059652,,,,,,
81,0.47343877,0.98689175,214.211362,128.455044,0.99920708,222.826764,142.456012,0.99516857,220.888928,108.644943,0.82400918,212.580905,156.415845,0.6826005,203.423443,87.0344199,0.87749016,159.946893,157.649362,0.31383449,57.7214456,172.337313,0.92870641,132.47586,106.566682,0.20795268,35.0214362,41.4302739,0.40019178,144.80715,117.125078,0.22107753,50.8586069,173.451911,0.22690669,122.62966,213.137265,0.08973482,64.6955771,202.694996,0.10535136,33.8308377,227.515313,0.08852309,34.4634728,226.757057,0.04304162,219.481751,131.184347,0.05777133,15.8413814,245.556311,,,,,,
82,0.44103216,0.96725476,216.293964,128.710072,0.99937028,222.162775,143.268254,0.99155992,224.737828,107.412134,0.82385248,212.306321,159.387582,0.81431627,189.926118,94.1728357,0.32556391,158.898008,170.892073,0.58146131,116.289465,82.4380169,0.78452516,131.39813,111.567304,0.07992396,3.26153054,260.144351,0.16293547,143.255184,115.182499,0.24331978,35.8914303,167.279109,0.08645126,126.573436,221.124181,0.08326864,79.7409427,191.756423,0.19565162,14.3177474,230.028821,0.28725529,14.9088359,228.952481,0.04410753,13.2415672,234.005321,0.02672905,6.39816913,240.857278,,,,,,
83,0.42616468,0.97762394,214.70747,128.169037,0.99946678,222.686925,143.138338,0.99738669,221.107868,108.977353,0.69162679,203.828771,156.530619,0.63081801,211.37304,89.2545207,0.48876625,63.4202425,20.4417513,0.69079256,130.88043,62.2007952,0.95316553,136.340817,118.919478,0.15824103,134.500344,107.185135,0.06414694,247.565372,85.0235911,0.21519226,-5.579722,39.5188327,0.09914726,95.9718565,164.198597,0.12293977,65.3635836,166.020916,0.033813,24.087606,237.900354,0.08004817,18.0435665,237.618602,0.02244547,218.053629,131.14153,0.01917914,2.6043926,252.75515,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
